lat	lon
60.416666666666664	-144.91666666666666
60.583333333333336	-144.91666666666666
61.25	-144.91666666666666
61.75	-144.91666666666666
62.416666666666664	-144.91666666666666
63.416666666666664	-144.91666666666666
65.58333333333333	-144.91666666666666
69.91666666666667	-144.91666666666666
60.25	-144.75
60.583333333333336	-144.75
60.75	-144.75
61.75	-144.75
62.416666666666664	-144.75
63.75	-144.75
63.916666666666664	-144.75
65.58333333333333	-144.75
69.25	-144.75
69.58333333333333	-144.75
60.916666666666664	-144.58333333333334
61.583333333333336	-144.58333333333334
62.583333333333336	-144.58333333333334
63.75	-144.58333333333334
65.58333333333333	-144.58333333333334
66.75	-144.58333333333334
68.75	-144.58333333333334
59.916666666666664	-144.41666666666666
60.75	-144.41666666666666
61.416666666666664	-144.41666666666666
61.583333333333336	-144.41666666666666
63.083333333333336	-144.41666666666666
63.75	-144.41666666666666
65.58333333333333	-144.41666666666666
60.083333333333336	-144.25
61.583333333333336	-144.25
61.583333333333336	-144.08333333333334
62.75	-144.08333333333334
63.583333333333336	-144.08333333333334
63.75	-144.08333333333334
65.91666666666667	-144.08333333333334
59.916666666666664	-143.91666666666666
60.083333333333336	-143.91666666666666
61.416666666666664	-143.91666666666666
62.583333333333336	-143.91666666666666
62.75	-143.91666666666666
63.416666666666664	-143.91666666666666
63.583333333333336	-143.91666666666666
65.58333333333333	-143.91666666666666
61.416666666666664	-143.75
62.583333333333336	-143.75
62.916666666666664	-143.75
65.41666666666667	-143.75
66.58333333333333	-143.75
61.416666666666664	-143.58333333333334
62.583333333333336	-143.58333333333334
62.916666666666664	-143.58333333333334
63.416666666666664	-143.58333333333334
65.41666666666667	-143.58333333333334
61.083333333333336	-143.41666666666666
61.416666666666664	-143.41666666666666
62.083333333333336	-143.41666666666666
62.25	-143.41666666666666
62.583333333333336	-143.41666666666666
62.916666666666664	-143.41666666666666
63.416666666666664	-143.41666666666666
60.916666666666664	-143.25
62.583333333333336	-143.25
63.083333333333336	-143.25
63.416666666666664	-143.25
60.083333333333336	-143.08333333333334
61.416666666666664	-143.08333333333334
62.416666666666664	-143.08333333333334
62.583333333333336	-143.08333333333334
63.25	-143.08333333333334
63.416666666666664	-143.08333333333334
65.41666666666667	-143.08333333333334
69.41666666666667	-143.08333333333334
61.416666666666664	-142.91666666666666
61.583333333333336	-142.91666666666666
61.75	-142.91666666666666
63.25	-142.91666666666666
63.416666666666664	-142.91666666666666
63.75	-142.91666666666666
67.25	-142.91666666666666
67.41666666666667	-142.91666666666666
69.41666666666667	-142.91666666666666
60.916666666666664	-142.75
61.25	-142.75
63.25	-142.75
65.25	-142.75
67.41666666666667	-142.75
67.58333333333333	-142.75
60.916666666666664	-142.58333333333334
63.083333333333336	-142.58333333333334
63.25	-142.58333333333334
63.416666666666664	-142.58333333333334
65.41666666666667	-142.58333333333334
67.08333333333333	-142.58333333333334
60.083333333333336	-142.41666666666666
63.25	-142.41666666666666
63.416666666666664	-142.41666666666666
63.583333333333336	-142.41666666666666
61.583333333333336	-142.25
63.083333333333336	-142.25
63.25	-142.25
63.75	-142.25
63.916666666666664	-142.25
67.08333333333333	-142.25
68.91666666666667	-142.25
61.583333333333336	-142.08333333333334
62.583333333333336	-142.08333333333334
63.083333333333336	-142.08333333333334
63.916666666666664	-142.08333333333334
65.25	-142.08333333333334
67.08333333333333	-142.08333333333334
67.25	-142.08333333333334
69.08333333333333	-142.08333333333334
62.583333333333336	-141.91666666666666
62.916666666666664	-141.91666666666666
63.916666666666664	-141.91666666666666
64.08333333333333	-141.91666666666666
67.08333333333333	-141.91666666666666
68.25	-141.91666666666666
69.08333333333333	-141.91666666666666
69.25	-141.91666666666666
69.58333333333333	-141.91666666666666
62.75	-141.75
62.916666666666664	-141.75
63.083333333333336	-141.75
64.08333333333333	-141.75
64.25	-141.75
65.25	-141.75
67.08333333333333	-141.75
67.25	-141.75
59.916666666666664	-141.58333333333334
62.916666666666664	-141.58333333333334
64.08333333333333	-141.58333333333334
66.41666666666667	-141.58333333333334
67.25	-141.58333333333334
69.25	-141.58333333333334
59.916666666666664	-141.41666666666666
60.083333333333336	-141.41666666666666
62.916666666666664	-141.41666666666666
64.08333333333333	-141.41666666666666
64.25	-141.41666666666666
64.41666666666667	-141.41666666666666
64.91666666666667	-141.41666666666666
67.25	-141.41666666666666
67.41666666666667	-141.41666666666666
69.41666666666667	-141.41666666666666
60.083333333333336	-141.25
